"star","nChar","income","unviersity","nSentence","p.","p..1","very.positive","some.positive","neutral","some.negative","very.negative"
5,155,37316,1,2,0,0,3,0,0,0,0
3,1462,55687,1,14,2,0,1,4,8,4,2
2,781,72569,1,8,2,0,0,4,1,3,1
5,908,37316,1,12,7,0,6,2,4,2,1
4,433,37316,1,7,0,0,3,3,0,0,1
4,979,55687,1,13,0,0,2,3,5,4,2
4,276,80310,0,5,1,0,1,3,3,1,0
4,262,66000,1,5,0,0,2,2,4,3,0
4,115,98140,1,2,0,0,2,0,0,0,0
5,162,55043,1,5,0,0,2,0,2,0,0
3,588,66000,1,12,0,0,0,1,3,4,1
4,169,46162,1,10,1,0,0,2,1,0,0
4,726,72569,1,9,3,0,2,3,5,5,0
2,824,55687,1,8,0,0,1,2,4,7,4
4,218,66000,1,4,1,0,3,3,1,1,0
3,559,80310,0,8,0,0,2,1,3,5,0
1,755,80310,0,10,2,0,0,1,2,4,5
5,331,35934,1,5,1,0,4,2,1,1,0
5,148,66000,1,5,1,0,2,0,0,1,0
5,809,35934,1,9,3,0,3,6,6,2,0
1,879,66000,1,11,0,0,0,3,2,5,1
5,230,77736,0,6,0,0,4,2,3,1,0
4,307,66000,1,6,0,0,1,0,0,3,0
4,305,98140,1,12,4,0,3,1,0,0,0
5,425,77619,0,10,2,0,0,0,1,3,1
5,144,66000,1,4,1,0,1,0,1,0,0
5,130,77736,0,3,1,0,0,0,0,0,0
5,321,66000,1,2,0,1,2,2,1,1,0
2,369,77736,0,9,0,0,0,2,2,0,2
4,215,72569,1,4,0,0,1,1,0,1,0
3,1351,80310,0,29,2,0,3,2,4,7,1
5,1612,66000,1,16,2,2,9,5,6,7,0
3,1656,98140,1,16,0,0,1,2,9,6,3
3,126,45166,0,1,0,0,1,0,0,0,0
1,604,80310,0,9,0,1,1,1,1,3,1
5,1435,37316,1,33,4,0,5,5,6,6,0
3,1280,66000,1,16,3,0,4,4,4,3,3
2,1851,37316,1,34,0,6,0,7,11,11,2
4,182,67165,1,3,0,0,1,0,0,0,0
5,927,66000,1,8,0,0,0,4,6,2,1
4,660,83084,0,10,0,0,3,5,3,2,0
5,281,66000,1,5,0,0,3,3,2,3,0
1,175,77736,0,3,2,0,0,0,0,0,1
5,450,66000,1,5,3,0,0,6,3,0,0
4,1446,77736,0,16,0,0,1,5,10,4,0
5,802,35934,1,14,3,0,4,7,1,0,0
4,293,66000,1,9,2,0,1,1,1,1,0
2,345,49865,0,7,0,1,0,2,2,1,1
2,215,80310,0,3,0,0,0,1,0,0,2
4,600,67165,1,7,0,0,0,3,3,3,0
1,705,66000,1,27,2,0,0,0,2,4,1
5,166,77619,0,3,0,0,1,0,3,1,0
2,314,66000,1,4,0,0,0,1,0,2,0
5,354,35934,1,6,2,0,2,5,1,2,0
3,388,66000,1,19,4,2,1,2,2,0,0
4,441,66000,1,10,0,0,2,3,7,0,0
4,649,67165,1,11,0,0,3,4,6,2,1
5,314,63109,1,8,1,0,0,2,5,0,0
5,272,55687,1,6,3,0,1,2,0,2,0
4,297,35934,1,5,2,0,1,0,0,1,0
1,2138,37316,1,41,1,0,2,5,8,11,5
5,515,72569,1,13,0,0,1,8,2,2,0
5,318,80310,0,8,0,0,2,4,2,0,1
5,231,35934,1,4,1,0,2,3,0,-1,0
1,558,41255,0,8,0,0,0,0,3,5,2
4,678,66000,1,10,1,0,1,3,0,0,0
4,562,66000,1,7,0,0,4,8,7,0,0
5,414,66000,1,10,2,0,4,4,2,0,0
4,260,67165,1,5,0,0,1,2,1,1,1
4,723,98140,1,5,0,0,2,4,2,2,0
5,123,26724,1,2,2,0,1,0,0,0,0
4,163,49336,0,3,0,0,0,0,0,1,0
4,1217,43706,0,19,7,0,6,2,7,2,2
5,928,72569,1,12,1,0,1,3,2,5,0
5,277,37316,1,5,0,0,2,1,0,1,0
4,237,55043,1,3,1,0,1,2,6,1,0
4,528,77736,0,8,4,0,4,1,3,1,1
5,230,67165,1,5,0,0,2,1,1,0,0
1,276,80310,0,6,0,1,0,2,0,1,1
5,397,67165,1,8,2,0,8,3,4,1,0
5,764,67165,1,9,0,0,2,6,1,2,0
5,1805,77619,0,29,0,0,7,7,9,15,0
5,94,37316,1,5,5,0,2,0,1,0,0
4,2420,77736,0,26,0,1,0,10,9,6,6
5,169,66000,1,6,5,0,0,1,0,0,0
4,385,35934,1,6,0,0,3,6,4,4,0
4,1331,37316,1,19,1,0,3,3,2,7,1
4,949,37316,1,11,0,0,3,6,4,3,0
5,241,49336,0,24,1,0,3,1,0,3,0
5,214,66000,1,5,3,0,5,1,4,0,0
5,72,35934,1,2,1,0,1,1,0,0,0
4,210,77736,0,6,0,0,1,0,1,0,0
5,208,49336,0,4,1,0,4,1,1,0,0
5,501,77619,0,6,2,0,3,3,4,1,0
2,444,77736,0,7,0,0,1,1,4,2,3
5,602,67165,1,6,2,0,1,4,4,1,0
5,155,77736,0,4,2,0,2,4,2,0,0
5,94,72569,1,2,1,0,0,1,2,0,0
1,768,37316,1,9,0,0,0,4,1,3,2
4,2201,37316,1,25,5,1,5,3,12,8,3
5,304,66000,1,4,1,0,0,3,1,4,0
4,482,55687,1,8,0,0,5,5,0,0,0
2,673,35934,1,8,0,0,1,2,1,1,3
5,271,77736,0,2,0,0,4,1,2,0,0
5,231,66000,1,3,1,0,1,0,4,1,0
4,853,37316,1,11,0,0,3,3,2,4,3
5,1516,49336,0,32,9,2,7,3,11,5,0
4,332,37316,1,9,0,1,1,1,1,2,1
5,1226,77736,0,15,1,1,7,6,9,3,3
5,518,55043,1,8,0,0,2,3,3,2,1
5,621,55043,1,10,0,0,3,2,3,1,1
5,725,66000,1,13,3,0,1,0,3,4,0
3,132,66000,1,2,0,0,1,1,1,0,0
5,154,63109,1,4,0,0,3,0,0,0,0
5,568,66000,1,7,0,0,3,5,3,2,0
3,1901,77736,0,25,4,1,1,9,6,15,1
5,536,67165,1,5,0,0,3,3,1,1,-1
5,1002,55687,1,12,0,0,3,3,4,2,1
1,418,89129,0,13,0,0,1,1,3,1,2
5,823,55687,1,11,3,0,0,4,4,6,1
5,86,66000,1,6,0,0,2,0,0,2,0
3,325,37316,1,4,2,0,0,4,1,1,0
4,750,77736,0,7,2,0,1,5,4,5,1
5,376,49425,0,11,8,0,1,1,1,1,0
4,1089,66000,1,15,2,0,2,3,4,7,0
1,295,35934,1,4,0,0,0,0,0,0,1
2,487,35934,1,4,0,0,0,1,5,3,0
2,1231,77619,0,13,0,1,0,1,5,7,4
4,546,66000,1,13,2,0,1,6,4,1,0
5,753,66000,1,11,1,0,4,6,2,1,0
2,966,37316,1,17,0,0,0,2,2,7,4
2,192,67165,1,3,0,0,0,1,0,2,0
5,165,55043,1,5,2,0,3,2,0,0,0
4,588,77736,0,17,0,0,3,6,1,1,-1
4,1038,89129,0,16,1,0,1,5,6,6,2
4,242,37316,1,6,0,0,2,2,0,1,0
5,163,37316,1,5,1,0,3,2,1,1,0
4,608,77736,0,10,1,0,5,5,1,2,0
1,333,98140,1,5,2,0,1,1,1,3,3
5,236,77619,0,8,4,0,0,2,0,1,0
5,350,43706,0,8,0,0,1,4,2,1,0
5,145,77736,0,6,0,0,0,1,1,0,0
4,294,72569,1,8,2,0,0,3,4,1,0
5,235,35934,1,5,0,0,2,0,1,0,0
5,408,37316,1,6,0,0,4,3,0,1,0
1,257,80310,0,4,0,0,0,1,1,3,1
4,949,66000,1,15,0,0,4,3,9,4,0
1,325,37316,1,6,0,0,0,0,0,4,2
5,899,66000,1,11,1,0,3,5,2,3,1
5,554,55043,1,8,1,0,2,2,4,1,1
4,1445,67165,1,12,3,0,4,4,11,4,1
3,184,66000,1,3,0,0,0,1,0,0,0
5,218,77619,0,4,2,0,2,2,1,1,0
1,160,66000,1,2,0,1,0,1,0,1,0
5,526,55687,1,10,0,0,5,1,1,1,0
4,351,43706,0,11,4,0,1,5,1,2,0
5,356,49865,0,8,0,0,1,0,4,2,0
5,403,66000,1,4,0,0,7,1,1,0,0
4,108,66000,1,3,1,0,2,0,1,0,0
4,117,55043,1,1,0,0,0,2,1,1,0
5,301,63109,1,2,0,0,1,5,7,1,0
5,358,45166,0,10,4,3,0,2,1,0,0
5,183,43706,0,5,3,0,3,1,1,1,0
5,750,45166,0,10,0,0,0,5,5,7,0
5,661,63109,1,10,1,0,5,3,3,2,0
4,1029,35934,1,21,0,0,1,4,2,2,1
5,892,43706,0,11,0,0,5,3,2,3,0
2,1284,80310,0,17,0,0,1,4,3,9,4
5,458,66000,1,6,0,0,0,1,1,1,0
5,1877,66000,1,25,1,0,3,10,7,6,0
5,114,66000,1,3,0,0,1,1,1,0,0
4,320,37316,1,6,0,0,1,4,2,1,0
3,558,66000,1,7,1,0,3,4,2,3,0
5,647,41255,0,9,2,0,3,2,1,5,0
4,260,83084,0,2,0,0,1,1,1,3,1
4,204,35934,1,4,0,0,1,2,3,2,0
5,797,83084,0,26,3,0,6,3,8,2,0
3,1343,49865,0,7,0,0,6,5,12,5,0
2,387,35934,1,6,0,0,1,4,2,0,1
5,256,49336,0,4,1,0,3,1,4,0,0
3,200,67165,1,3,0,0,0,0,0,2,2
5,103,55687,1,6,1,0,1,3,1,0,0
5,234,77736,0,5,2,0,1,1,1,1,0
2,908,37316,1,17,0,0,0,2,5,5,1
4,581,77619,0,14,1,1,3,6,0,1,0
2,616,37316,1,13,6,2,2,7,2,3,1
3,540,35934,1,6,0,0,2,1,2,0,1
5,441,49865,0,8,1,0,3,1,0,0,3
5,352,66000,1,12,4,0,1,2,2,1,0
5,320,66000,1,4,2,0,2,6,2,0,1
4,647,45166,0,10,5,0,5,1,1,2,0
4,161,37316,1,3,0,0,1,1,1,2,0
5,133,66000,1,2,1,0,0,-1,0,0,0
1,265,66000,1,5,0,0,0,2,0,0,0
5,192,66000,1,2,0,0,0,0,0,0,0
3,269,66000,1,5,0,0,0,1,3,1,0
5,625,55043,1,7,1,0,6,2,5,0,2
5,1280,35934,1,19,2,0,5,6,6,3,0
5,577,49425,0,8,3,0,5,4,2,5,0
4,697,66000,1,15,6,0,3,6,4,2,0
3,430,83084,0,14,0,0,0,3,0,2,0
5,299,77619,0,1,0,0,1,2,1,2,1
5,159,83084,0,1,0,0,1,0,1,0,0
4,1614,66000,1,15,0,1,5,5,9,15,1
3,434,66000,1,5,0,0,0,2,1,2,1
2,3133,37316,1,45,3,3,2,6,9,15,8
1,467,43706,0,5,0,0,1,1,4,4,2
3,2398,66000,1,25,0,0,2,13,11,10,1
2,2685,37316,1,38,4,2,3,10,22,18,1
5,412,66000,1,7,1,0,7,5,1,0,0
1,1130,66000,1,12,0,0,0,4,1,8,4
4,1295,35934,1,16,2,0,4,8,8,4,0
5,324,66000,1,5,1,0,3,0,1,1,0
4,1142,72569,1,15,4,0,5,3,6,2,1
1,2237,55687,1,26,5,2,0,4,3,12,6
4,51,45166,0,3,0,0,0,1,0,0,0
4,930,80310,0,9,1,0,1,4,8,4,1
1,461,35934,1,5,1,0,0,2,3,2,1
1,147,41255,0,13,9,0,0,0,0,0,1
2,379,49336,0,6,0,0,0,1,1,2,0
1,935,37316,1,7,1,1,1,10,4,4,2
4,351,55687,1,4,0,0,0,5,4,1,0
1,215,63109,1,4,0,0,0,0,0,2,2
5,103,66000,1,5,3,0,2,0,1,0,0
2,952,77619,0,13,0,0,0,4,2,5,2
4,581,72569,1,14,6,0,3,1,8,0,0
5,187,88716,0,5,4,0,2,2,0,1,0
5,384,72569,1,9,1,1,2,2,4,2,1
5,191,98140,1,6,1,1,3,2,1,0,0
4,195,67165,1,4,4,0,4,0,1,1,0
5,207,36695,1,4,1,0,2,1,0,1,0
4,259,43706,0,5,0,0,3,4,3,2,0
2,729,49336,0,8,0,0,0,3,3,1,2
2,416,66000,1,8,0,0,1,0,5,4,0
5,93,92859,0,1,0,0,1,1,2,1,0
5,645,66000,1,11,4,0,4,4,3,1,0
5,240,66000,1,6,0,0,2,4,-1,0,0
2,1101,37316,1,18,4,0,1,1,4,5,5
3,2671,77619,0,52,1,4,2,5,9,10,4
1,496,83084,0,5,0,0,0,0,1,0,1
5,190,55043,1,4,0,0,1,1,0,0,0
1,830,66000,1,6,0,0,1,2,5,3,0
5,162,63109,1,4,0,0,2,2,0,1,0
4,627,55687,1,27,2,1,4,3,6,0,0
2,1300,66000,1,26,1,2,0,5,7,9,3
2,124,37316,1,6,0,0,-1,0,0,0,0
5,282,66000,1,4,2,0,2,2,0,2,0
5,353,83084,0,5,0,0,0,1,3,1,0
4,661,55687,1,9,2,0,3,5,3,6,0
5,948,66000,1,9,0,0,3,9,7,1,0
3,176,55687,1,4,0,0,1,0,0,2,1
5,547,35934,1,10,1,1,2,3,5,0,0
5,329,35934,1,5,1,0,2,2,1,0,0
5,739,35934,1,16,3,0,6,6,3,3,0
5,278,67165,1,5,0,0,1,4,4,3,0
5,121,66000,1,3,2,0,2,2,0,0,0
5,301,37316,1,4,0,0,0,1,1,1,0
5,270,67165,1,5,2,0,3,0,1,0,0
5,451,67165,1,5,0,0,2,2,6,1,0
5,908,66000,1,12,5,0,1,7,4,2,2
5,540,88716,0,10,0,0,3,1,4,1,0
5,178,37316,1,5,0,0,1,1,1,0,0
5,141,63109,1,2,1,0,1,2,0,0,0
5,281,37316,1,8,3,0,1,4,1,0,1
5,131,67165,1,7,4,0,2,1,0,0,0
4,347,66000,1,5,0,0,1,4,6,2,0
4,2642,66000,1,34,0,0,3,8,14,12,4
4,106,55687,1,3,0,0,1,0,1,0,0
5,60,55687,1,1,1,0,1,0,0,0,0
4,491,67165,1,9,1,0,0,3,5,0,0
4,434,72569,1,7,0,0,2,4,1,1,0
1,248,37316,1,8,3,0,1,3,0,0,2
5,2566,35934,1,25,3,0,7,15,11,6,1
3,402,36695,1,6,0,0,1,4,4,2,2
1,253,43706,0,10,0,0,0,1,0,1,1
4,294,83084,0,5,0,0,1,0,1,2,0
5,387,63109,1,9,0,0,3,4,2,0,0
1,160,37316,1,4,1,0,0,3,1,0,0
5,109,45166,0,2,1,0,1,3,1,0,0
5,1095,80310,0,22,9,0,8,3,8,3,0
5,125,66000,1,5,4,0,2,2,0,0,0
5,261,66000,1,7,1,0,1,3,0,0,0
4,507,72569,1,5,0,0,1,2,2,1,0
2,142,77736,0,2,0,0,0,1,0,0,0
5,123,66000,1,2,1,0,1,1,0,0,0
4,941,37316,1,15,0,0,4,6,2,3,0
2,772,67165,1,28,0,3,0,5,4,5,1
4,345,77619,0,5,0,0,1,1,3,0,0
5,597,80310,0,9,3,0,4,3,6,2,0
2,274,66000,1,5,0,0,1,0,3,0,1
5,678,66000,1,9,1,0,2,4,4,3,0
5,462,35934,1,7,2,0,3,4,7,1,0
1,645,37316,1,11,1,0,0,4,0,6,2
3,192,98140,1,7,0,0,0,1,0,2,0
5,502,27266,1,7,1,0,5,5,1,4,0
1,931,66000,1,10,1,0,0,2,4,3,2
5,596,77736,0,10,2,0,3,2,2,3,0
2,248,67165,1,6,1,0,1,2,3,2,1
4,322,66000,1,6,0,0,2,2,4,0,0
5,195,49336,0,2,0,0,1,1,0,0,0
5,181,72569,1,3,0,0,1,1,0,1,0
4,877,77736,0,11,1,0,1,5,3,1,2
3,1163,35934,1,20,0,0,1,0,5,5,3
3,441,80310,0,6,1,0,1,1,2,2,0
5,177,49865,0,4,0,0,4,2,3,0,0
5,142,66000,1,5,4,0,0,1,0,2,0
5,444,66000,1,9,2,0,2,7,4,3,0
3,465,49336,0,13,0,0,0,2,0,5,2
4,758,55043,1,15,2,0,3,1,4,2,0
5,442,55043,1,5,0,0,0,2,1,1,1
4,262,77619,0,3,0,0,4,1,0,1,0
5,1099,55687,1,23,7,0,2,9,5,3,0
5,706,46162,1,11,2,0,6,4,5,4,0
4,331,66000,1,3,0,1,0,1,2,0,0
2,552,98140,1,7,0,0,2,3,1,1,2
5,176,67165,1,3,1,0,1,1,1,0,0
3,1326,66000,1,19,0,0,2,6,10,6,0
5,238,72569,1,4,2,0,2,5,1,1,0
5,143,67165,1,3,0,0,1,0,1,1,0
5,505,66000,1,9,1,0,2,3,2,1,1
5,273,55043,1,3,0,0,2,1,2,0,0
5,668,66000,1,9,7,0,7,2,2,1,1
5,618,83084,0,9,2,0,3,5,4,5,2
5,1399,45166,0,14,0,0,4,8,4,6,0
5,1009,66000,1,16,3,0,4,11,4,2,0
4,358,67165,1,7,1,0,0,8,10,0,0
5,101,66000,1,2,1,0,1,0,0,1,0
5,138,63109,1,2,1,0,0,1,1,-1,0
5,177,77736,0,3,0,0,1,1,1,0,1
2,1624,66000,1,26,0,0,3,6,5,5,5
4,2458,66000,1,37,2,0,5,7,10,13,6
5,49,38264,1,2,1,0,0,0,0,0,0
5,633,66000,1,7,1,0,5,2,1,5,0
4,272,45166,0,4,0,0,1,3,0,1,1
5,135,67165,1,3,1,0,1,1,0,1,0
5,544,66000,1,11,2,0,4,1,3,2,0
4,967,37316,1,19,0,0,3,1,3,4,1
4,165,55043,1,3,0,0,0,1,0,2,0
3,606,77736,0,9,0,0,1,3,9,3,1
4,563,37316,1,8,2,0,4,6,5,2,0
5,1044,37316,1,13,0,0,6,7,3,3,1
3,437,72569,1,7,0,0,1,0,3,3,0
3,221,98140,1,3,2,0,0,0,1,1,0
3,891,77736,0,20,0,0,5,5,5,5,0
5,465,66000,1,11,8,2,3,1,3,1,0
4,504,77619,0,8,0,0,5,4,3,2,0
1,645,77736,0,7,2,0,0,0,1,1,3
5,225,77619,0,5,0,0,3,1,1,0,0
5,287,66000,1,5,4,0,4,2,1,0,0
5,130,72569,1,4,0,0,1,2,1,0,0
5,299,36695,1,5,0,0,3,4,0,1,0
4,731,55043,1,9,2,1,1,1,3,2,0
3,1423,37316,1,19,0,0,0,9,6,7,2
5,429,77736,0,9,1,0,3,6,4,3,2
4,1201,77736,0,10,0,0,1,3,5,6,1
2,546,98140,1,8,0,0,0,3,3,3,3
3,566,72569,1,15,1,0,0,3,6,6,2
5,205,37316,1,6,2,0,0,0,0,0,0
4,1239,55043,1,21,2,0,2,8,3,1,2
5,188,77619,0,5,1,0,3,2,0,0,0
4,337,55687,1,6,2,0,2,5,1,0,0
4,940,55687,1,15,2,0,1,6,2,0,1
5,170,77736,0,8,3,0,3,0,0,2,0
3,2729,77619,0,22,0,0,5,8,12,13,0
3,1456,55043,1,10,1,0,1,4,15,10,1
5,1836,67165,1,21,1,0,10,11,8,8,0
5,337,55687,1,6,1,0,1,2,0,1,1
4,373,77736,0,11,1,0,2,2,3,2,1
5,96,66000,1,4,4,0,0,1,0,0,0
3,1232,55687,1,17,0,1,3,3,7,5,2
4,299,66000,1,6,0,0,1,1,2,1,0
4,400,43706,0,5,0,0,1,3,0,0,0
5,407,77736,0,7,2,0,3,2,0,3,0
2,1099,98140,1,15,0,0,1,5,9,7,0
5,752,72569,1,12,0,0,5,5,3,4,0
5,333,83084,0,5,0,0,3,3,0,1,0
1,892,80310,0,8,1,0,1,0,1,11,2
4,487,72569,1,8,2,0,2,5,5,2,0
1,333,67165,1,3,0,0,0,0,2,1,5
4,544,66000,1,10,1,0,1,8,3,3,0
5,1229,72569,1,10,0,0,2,6,5,1,1
1,151,35934,1,3,0,0,1,2,2,1,2
2,511,77736,0,15,0,0,0,1,3,3,2
2,741,49336,0,19,0,0,0,0,4,5,4
4,621,77736,0,8,1,0,3,6,7,2,1
3,105,72569,1,3,0,0,0,2,0,2,0
5,1058,35934,1,23,0,0,11,6,8,3,0
5,158,109742,0,4,1,0,2,2,2,1,0
4,353,37316,1,4,0,0,3,3,6,1,1
5,240,66000,1,1,0,0,0,0,0,0,2
1,338,66000,1,2,0,0,0,1,1,1,0
4,110,77619,0,2,0,0,1,0,1,0,0
5,176,98140,1,5,4,0,0,0,0,0,1
3,323,66000,1,5,0,0,3,0,1,0,1
5,75,35934,1,1,0,0,1,1,0,0,0
5,1312,55043,1,20,2,0,5,4,8,5,0
5,586,72569,1,8,0,0,5,2,3,3,0
3,249,80310,0,4,1,0,2,1,0,2,0
5,168,67165,1,5,3,0,1,3,1,0,0
4,329,66000,1,3,2,0,1,3,2,0,0
3,414,55687,1,7,0,0,0,0,4,1,1
5,399,37316,1,6,1,0,2,5,7,5,1
1,277,67165,1,7,3,0,0,0,0,1,0
3,243,77619,0,6,0,0,0,0,0,1,0
3,297,37316,1,4,0,0,0,2,1,2,0
2,1107,55687,1,10,0,0,1,6,1,5,3
5,1078,66000,1,21,2,0,6,8,5,4,0
2,117,26724,1,1,0,0,1,0,1,0,0
1,105,80310,0,3,0,0,0,0,0,3,1
4,1321,66000,1,17,4,0,6,4,10,7,1
4,916,77736,0,17,0,0,3,7,6,4,0
5,410,72569,1,9,2,0,1,1,2,1,0
1,100,35934,1,5,0,0,0,0,0,1,1
5,148,37316,1,3,3,0,1,3,0,0,0
5,170,37316,1,3,1,0,3,2,1,1,0
5,835,45166,0,10,0,0,6,0,4,2,2
5,1166,37316,1,19,8,0,1,2,4,8,1
2,331,77736,0,5,0,0,0,2,1,1,1
1,670,66000,1,11,1,1,1,1,4,4,1
5,120,72569,1,4,2,0,4,0,2,0,0
5,308,67165,1,7,2,0,2,3,0,2,0
5,266,55043,1,4,1,0,2,1,0,0,0
4,296,66000,1,15,6,0,2,3,1,1,0
4,186,55687,1,3,0,0,0,0,3,0,0
5,536,77736,0,13,1,0,3,3,4,2,1
4,901,66000,1,9,0,1,3,8,8,5,0
5,240,77736,0,5,2,0,2,2,4,2,0
5,87,35934,1,1,0,0,2,2,0,0,0
5,157,45166,0,3,0,0,1,4,0,2,0
2,543,77736,0,11,3,0,3,4,7,4,2
5,181,72569,1,5,1,0,1,0,2,0,0
5,298,66000,1,4,0,0,3,1,1,0,0
1,645,67165,1,6,0,0,1,1,2,1,2
4,696,26724,1,16,3,2,2,2,1,3,2
5,303,37316,1,5,0,0,3,4,4,0,0
3,758,66000,1,16,2,0,2,1,3,7,3
5,584,27266,1,17,16,0,5,2,3,1,0
5,326,77736,0,11,4,0,5,0,1,0,0
5,345,63109,1,6,1,0,4,2,1,2,0
1,446,46162,1,4,2,0,1,1,2,2,1
4,2073,77736,0,36,0,0,3,5,13,9,2
5,101,35934,1,3,1,0,1,1,0,0,0
5,2320,55043,1,27,6,0,11,6,10,8,3
5,259,109742,0,5,2,0,2,0,0,1,0
3,182,72569,1,6,0,0,2,1,1,0,1
3,284,80310,0,5,0,0,0,2,0,2,0
5,436,72569,1,6,0,0,1,0,1,2,0
5,112,80310,0,3,0,0,2,0,1,0,0
2,152,77619,0,3,0,0,0,0,0,0,1
4,922,55687,1,15,1,1,2,4,6,2,0
1,1032,36695,1,22,1,0,2,9,3,1,7
4,234,37116,1,6,2,0,1,0,1,1,0
4,839,63109,1,13,2,0,3,10,4,5,1
5,321,77736,0,6,3,0,5,4,0,0,0
5,167,35934,1,4,0,0,1,4,1,0,0
1,944,66000,1,9,0,0,0,2,0,3,2
3,258,67165,1,3,0,0,0,1,4,0,0
5,421,55687,1,19,2,0,1,5,2,3,1
5,543,66000,1,14,3,0,2,3,2,2,1
3,1446,67165,1,18,0,1,4,5,3,5,3
4,455,72569,1,7,0,0,1,2,4,2,0
5,210,55687,1,5,5,0,1,6,2,0,0
1,575,77736,0,10,0,0,0,1,1,1,1
3,1006,66000,1,18,1,1,2,1,4,9,1
4,105,38264,1,4,0,0,0,3,1,0,0
5,152,66000,1,3,0,0,2,1,1,0,0
4,158,72569,1,3,0,0,2,3,2,0,0
3,319,35934,1,7,0,0,1,5,4,3,0
5,186,72569,1,3,0,0,4,3,0,1,0
5,185,35934,1,3,2,0,2,0,2,0,0
5,579,72569,1,17,10,0,4,2,1,1,1
5,602,72569,1,9,2,0,2,3,1,0,0
4,486,66000,1,14,1,0,0,3,1,3,0
3,173,43706,0,8,0,0,0,1,2,0,0
2,790,67165,1,11,0,2,0,1,1,3,1
4,511,35934,1,12,0,0,4,1,2,1,1
4,1742,66000,1,26,0,0,4,8,10,8,1
4,764,77619,0,6,0,0,2,3,4,5,0
3,1442,80310,0,14,3,0,1,1,8,5,4
4,414,49336,0,11,0,0,3,1,2,1,1
5,348,55687,1,5,2,0,4,6,0,0,0
4,817,66000,1,12,1,1,2,5,2,1,0
4,1076,83084,0,11,0,0,2,3,4,5,3
5,249,37316,1,1,0,0,4,2,0,1,0
5,143,37316,1,4,0,0,3,1,1,0,0
5,1794,77619,0,27,10,0,6,11,9,5,0
4,581,80310,0,8,1,0,5,4,3,10,0
5,117,43706,0,3,0,0,0,0,0,0,0
1,2128,49336,0,19,1,0,2,3,7,16,10
5,172,77619,0,3,2,0,1,0,1,0,0
5,93,66000,1,1,0,0,1,1,0,1,0
5,159,55043,1,4,2,0,2,1,1,1,0
5,789,41255,0,8,1,0,2,4,6,0,1
5,680,36695,1,11,0,1,3,3,4,3,0
3,310,37316,1,6,0,0,0,5,1,2,1
1,372,77736,0,6,0,0,0,0,1,2,2
4,976,67165,1,7,0,0,4,4,0,7,0
4,211,66000,1,4,1,0,4,0,0,0,0
1,682,80310,0,8,0,0,0,2,5,1,4
1,1340,37316,1,13,0,0,0,4,4,10,8
2,1201,77736,0,14,0,0,2,3,5,2,3
4,340,55043,1,5,0,0,4,0,1,1,0
5,247,66000,1,7,6,0,2,3,3,0,1
5,233,55043,1,5,0,0,0,3,1,0,0
5,67,77736,0,2,0,0,2,0,0,0,0
4,107,77619,0,2,1,0,0,3,1,0,0
3,1488,35934,1,62,1,8,3,6,5,10,3
4,184,36695,1,3,0,0,0,1,0,0,0
4,334,55043,1,6,0,0,3,3,2,3,0
5,362,77619,0,3,0,0,2,1,2,1,0
4,195,35934,1,5,1,0,0,0,1,1,0
5,142,66000,1,2,0,0,2,1,0,0,0
5,288,49336,0,6,0,0,1,0,0,0,0
5,332,77619,0,5,0,0,5,1,0,0,0
2,104,55043,1,2,0,1,0,2,0,1,0
4,370,45166,0,8,0,1,2,1,1,3,0
3,519,66000,1,8,0,0,0,1,1,2,3
2,238,66000,1,8,0,3,0,1,1,0,0
5,213,66000,1,6,3,0,2,3,0,2,0
5,1510,55043,1,29,3,1,14,4,7,5,4
5,141,77736,0,3,3,0,2,2,0,1,0
1,519,83084,0,14,3,1,0,1,1,1,3
3,1567,80310,0,23,2,0,5,9,14,15,0
5,183,72569,1,21,12,0,0,0,1,0,0
2,229,80310,0,6,0,0,1,1,3,0,1
4,559,77736,0,8,0,0,1,6,4,2,0
5,1067,66000,1,13,1,0,3,5,4,3,0
1,827,66000,1,8,1,1,0,4,5,4,7
5,937,77736,0,14,0,1,4,4,3,1,0
5,296,49336,0,2,1,0,0,6,6,0,0
5,396,37316,1,9,0,0,1,4,2,0,1
4,447,66000,1,8,0,0,2,2,3,2,0
4,522,63109,1,6,3,0,3,3,0,4,0
5,73,83084,0,7,2,0,2,1,0,0,0
5,92,55043,1,3,1,0,1,1,0,0,0
4,151,80310,0,5,0,0,1,0,2,0,0
2,235,66000,1,3,0,0,1,0,1,3,1
5,899,67165,1,14,0,0,3,11,4,4,0
4,306,35934,1,8,2,0,0,2,0,2,0
4,650,77736,0,6,0,0,3,3,3,1,0
4,297,72569,1,4,0,0,0,1,0,2,0
5,382,66000,1,7,1,0,4,1,3,2,0
5,353,37316,1,18,9,0,1,0,4,0,0
4,376,77619,0,6,0,0,0,4,2,1,0
5,148,49336,0,4,2,0,2,5,1,0,0
5,349,77736,0,8,6,0,5,0,2,3,0
5,435,72569,1,11,5,0,2,0,2,3,0
3,188,83084,0,4,1,0,2,3,0,1,0
5,534,35934,1,11,3,0,1,2,2,0,0
2,241,35934,1,2,0,0,0,2,0,1,0
4,496,77619,0,8,2,0,3,3,2,1,0
1,176,66000,1,11,0,0,0,0,0,0,0
5,412,66000,1,5,0,0,4,1,5,0,0
4,781,66000,1,12,2,2,3,5,2,2,0
